serial,kind,category,name,status,load_time_seconds,problem,browser_evidence,attempt,tested_at,uid
1071,movie,Hindi Dubbed,Written & Directed By God,PASS,2.782,,readyState=4; video=1920x800; currentTime=0.31s; playing=True; progressed=True,1,2026-08-29T16:13:13+00:00,movie:remote-manual-written-directed-by-god-2025:229
1072,movie,Hindi Dubbed,Mario,PASS,2.094,,readyState=4; video=1920x817; currentTime=0.27s; playing=True; progressed=True,2,2026-08-29T16:37:08+00:00,movie:remote-manual-mario-2025:230
1073,movie,Hindi Dubbed,Maruthi Nagar Police Station,PASS,2.36,,readyState=4; video=1920x800; currentTime=0.20s; playing=True; progressed=True,1,2026-08-29T16:08:28+00:00,movie:remote-manual-maruthi-nagar-police-station-2023:231
1074,movie,Hindi Dubbed,The Ghost,PASS,2.344,,readyState=4; video=1920x804; currentTime=0.28s; playing=True; progressed=True,1,2026-08-29T16:08:46+00:00,movie:remote-manual-the-ghost-2022:232
1075,movie,Hindi Dubbed,Heaven,PASS,1.687,,readyState=4; video=1920x808; currentTime=0.31s; playing=True; progressed=True,1,2026-08-29T16:11:06+00:00,movie:remote-manual-heaven-2022:233
1076,movie,Hindi Dubbed,Tuck Jagadish,PASS,2.672,,readyState=4; video=1920x815; currentTime=0.28s; playing=True; progressed=True,1,2026-08-29T16:13:16+00:00,movie:remote-manual-tuck-jagadish-2021:234
1077,movie,Hindi Dubbed,Naan Sirithal,PASS,2.719,,readyState=4; video=1920x804; currentTime=0.30s; playing=True; progressed=True,1,2026-08-29T16:15:41+00:00,movie:remote-manual-naan-sirithal-2020:235
1078,movie,Hindi Dubbed,Mafia,PASS,2.219,,readyState=4; video=1920x817; currentTime=0.37s; playing=True; progressed=True,1,2026-08-29T16:08:31+00:00,movie:remote-manual-mafia-2020:236
1079,movie,Hindi Dubbed,Agent 2023 Dual Audio Hindi ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:17+00:00,movie:agent-2023-dual-audio-hindi-org:237
1080,movie,Hindi Dubbed,Bitter Moon (1992) Dual Audio Hindi ORG new,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:47+00:00,movie:bitter-moon-1992-dual-audio-hindi-org-new:238
1081,movie,Hindi Dubbed,Oru Durooha Saahacharyathil,PASS,1.875,,readyState=4; video=1920x800; currentTime=0.31s; playing=True; progressed=True,1,2026-08-29T16:13:18+00:00,movie:remote-manual-oru-durooha-saahacharyathil-2026:239
1082,movie,Hindi Dubbed,Aliya Basu Gayab Hai,PASS,2.469,,readyState=4; video=1916x804; currentTime=0.42s; playing=True; progressed=True,1,2026-08-29T16:15:43+00:00,movie:remote-manual-aliya-basu-gayab-hai-2024:240
1083,movie,Hindi Dubbed,The Amazing Spider-Man 2,PASS,1.797,,readyState=4; video=1920x1080; currentTime=0.24s; playing=True; progressed=True,1,2026-08-29T16:08:33+00:00,movie:remote-manual-the-amazing-spider-man-2-2014:241
1084,movie,Hindi Dubbed,Bangalore Days Hindi Dubbed Unofficial,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:57+00:00,movie:bangalore-days-hindi-dubbed-unofficial:242
1085,movie,Hindi Dubbed,Bhalobashar Rong Charlie (2025) Bengali ORG BP,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:35:39+00:00,movie:bhalobashar-rong-charlie-2025-bengali-org-bp:243
1086,movie,Hindi Dubbed,Coolie 2025,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:21+00:00,movie:coolie-2025:244
1087,movie,Hindi Dubbed,Alita Battle Angel (2019) ORG Dual Audio BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:23+00:00,movie:alita-battle-angel-2019-org-dual-audio-bluray:245
1088,movie,Hindi Dubbed,Alpha (2018) BluRay Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:29+00:00,movie:alpha-2018-bluray-dual-audio:246
1089,movie,Hindi Dubbed,Baahubali 2 The Conclusion 2017 BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:59+00:00,movie:baahubali-2-the-conclusion-2017-bluray:247
1090,movie,Hindi Dubbed,Crash Landing on You Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:09+00:00,movie:crash-landing-on-you-hindi-dubbed:248
1091,movie,Hindi Dubbed,Be Together Ei Poth Chola 2024 S01E15 Bengali Dubbed ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:11+00:00,movie:be-together-ei-poth-chola-2024-s01e15-bengali-dubbed-org:249
1092,movie,Hindi Dubbed,1000 Babies 2024 S01 Dual Audio HS,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:19+00:00,movie:1000-babies-2024-s01-dual-audio-hs:250
1093,movie,Hindi Dubbed,Alpha (2026) Hindi Dubbed HDTC,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:51+00:00,movie:alpha-2026-hindi-dubbed-hdtc:251
1094,movie,Hindi Dubbed,Bhartha Mahasayulaku Wignyapthi 2026 Hindi HQ Dub,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:59+00:00,movie:bhartha-mahasayulaku-wignyapthi-2026-hindi-hq-dub:252
1095,movie,Hindi Dubbed,Avatar The Last Airbender (2024) S01 Dual Audio Hindi ORG,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:35:41+00:00,movie:avatar-the-last-airbender-2024-s01-dual-audio-hindi-org:253
1096,movie,Hindi Dubbed,Aquaman and the Lost Kingdom (2023) Dual,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:23+00:00,movie:aquaman-and-the-lost-kingdom-2023-dual:254
1097,movie,Hindi Dubbed,Avengers Age of Ultron (2015) Dual Audio,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:25+00:00,movie:avengers-age-of-ultron-2015-dual-audio:255
1098,movie,Hindi Dubbed,Better Call Saul (2015) S01 Dual Audio BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:36:32+00:00,movie:better-call-saul-2015-s01-dual-audio-bluray:256
1099,movie,Hindi Dubbed,Baahubali The Beginning 2015 BluRay,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:02+00:00,movie:baahubali-the-beginning-2015-bluray:257
1100,movie,Hindi Dubbed,A Business Proposal S1 Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:11+00:00,movie:a-business-proposal-s1-hindi-dubbed:258
1101,movie,Hindi Dubbed,Attack on Titan II End of the World Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:13+00:00,movie:attack-on-titan-ii-end-of-the-world-hindi-dubbed:259
1102,movie,Hindi Dubbed,Ben 10 Ultimate Alien S01E01 20 Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:21+00:00,movie:ben-10-ultimate-alien-s01e01-20-hindi-dubbed:260
1103,movie,Hindi Dubbed,28 Days Later Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:37:53+00:00,movie:28-days-later-hindi-dubbed:261
1104,movie,Hindi Dubbed,Ben 10 Ultimate Alien S023E17 32 Hindi Dubbed,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:38:01+00:00,movie:ben-10-ultimate-alien-s023e17-32-hindi-dubbed:262
1105,movie,South Indian,"I, Nobody",PASS,2.016,,readyState=4; video=1920x804; currentTime=0.25s; playing=True; progressed=True,1,2026-08-29T16:20:52+00:00,movie:remote-manual-i-nobody-2026:0
1106,movie,South Indian,Aadu 3,PASS,1.922,,readyState=4; video=1920x804; currentTime=0.41s; playing=True; progressed=True,1,2026-08-29T16:21:13+00:00,movie:remote-manual-aadu-3-2026:1
1107,movie,South Indian,Prathichaya,PASS,2.172,,readyState=4; video=1920x804; currentTime=0.34s; playing=True; progressed=True,1,2026-08-29T16:20:55+00:00,movie:remote-manual-prathichaya-2026:2
1108,movie,South Indian,Valathu Vashathe Kallan,PASS,2.36,,readyState=4; video=1920x800; currentTime=0.30s; playing=True; progressed=True,1,2026-08-29T16:21:15+00:00,movie:remote-manual-valathu-vashathe-kallan-2026:3
1109,movie,South Indian,Sattendru Maarudhu Vaanilai,PASS,3.828,,readyState=4; video=1920x800; currentTime=0.34s; playing=True; progressed=True,1,2026-08-29T16:20:59+00:00,movie:remote-manual-sattendru-maarudhu-vaanilai-2026:4
1110,movie,South Indian,29,PASS,2.75,,readyState=4; video=1920x804; currentTime=0.25s; playing=True; progressed=True,1,2026-08-29T16:21:18+00:00,movie:remote-manual-29-2026:5
1111,movie,South Indian,Kara,PASS,2.125,,readyState=4; video=1920x804; currentTime=0.40s; playing=True; progressed=True,1,2026-08-29T16:21:01+00:00,movie:remote-manual-kara-2026:6
1112,movie,South Indian,Good Night,PASS,2.266,,readyState=4; video=1920x1080; currentTime=0.28s; playing=True; progressed=True,1,2026-08-29T16:21:20+00:00,movie:remote-manual-good-night-2026:7
1113,movie,South Indian,Revolver Rita,PASS,3.031,,readyState=4; video=1920x784; currentTime=0.23s; playing=True; progressed=True,1,2026-08-29T16:21:05+00:00,movie:remote-manual-revolver-rita-2025:8
1114,movie,South Indian,Mahasenha,PASS,2.094,,readyState=4; video=1920x798; currentTime=0.26s; playing=True; progressed=True,1,2026-08-29T16:21:23+00:00,movie:remote-manual-mahasenha-2025:9
1115,movie,South Indian,Mowgli (2025) Telugu,FAIL,,Browser blocked the media response (ORB; invalid or cross-origin media response),readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:54:41+00:00,movie:mowgli-2025-telugu:10
1116,movie,South Indian,Samara,PASS,1.547,,readyState=4; video=1920x800; currentTime=0.21s; playing=True; progressed=True,1,2026-08-29T16:21:24+00:00,movie:remote-manual-samara-2023:11
1117,movie,South Indian,Romancham,PASS,1.906,,readyState=2; video=1920x1080; currentTime=0.23s; playing=True; progressed=True,1,2026-08-29T16:21:10+00:00,movie:remote-manual-romancham-2023:12
1118,movie,South Indian,Premam,PASS,2.109,,readyState=4; video=1920x1080; currentTime=0.29s; playing=True; progressed=True,1,2026-08-29T16:21:27+00:00,movie:remote-manual-premam-2015:13
1119,movie,South Indian,Madhuvidhu,PASS,3.015,,readyState=4; video=1920x804; currentTime=0.17s; playing=True; progressed=True,1,2026-08-29T16:21:13+00:00,movie:remote-manual-madhuvidhu-2026:14
1120,movie,South Indian,Vaazha II,PASS,5.688,,readyState=4; video=3840x2160; currentTime=0.30s; playing=True; progressed=True,1,2026-08-29T16:21:32+00:00,movie:remote-manual-vaazha-ii-2026:15
1121,movie,South Indian,Bharathanatyam 2 Mohiniyattam,PASS,2.344,,readyState=4; video=1920x1080; currentTime=0.26s; playing=True; progressed=True,2,2026-08-29T16:54:43+00:00,movie:remote-manual-bharathanatyam-2-mohiniyattam-2026:16
1122,movie,South Indian,Kenatha Kanom,PASS,5.187,,readyState=4; video=3840x2160; currentTime=0.35s; playing=True; progressed=True,1,2026-08-29T16:21:38+00:00,movie:remote-manual-kenatha-kanom-2026:17
1123,movie,South Indian,Karuppu,PASS,2.063,,readyState=4; video=1920x800; currentTime=0.35s; playing=True; progressed=True,1,2026-08-29T16:21:47+00:00,movie:remote-manual-karuppu-2026:18
1124,movie,South Indian,Satan,PASS,1.844,,readyState=4; video=1920x800; currentTime=0.29s; playing=True; progressed=True,1,2026-08-29T16:21:40+00:00,movie:remote-manual-satan-2026:19
1125,movie,South Indian,Bank Of Bhagyalakshmi,PASS,2.141,,readyState=4; video=1920x800; currentTime=0.21s; playing=True; progressed=True,1,2026-08-29T16:21:50+00:00,movie:remote-manual-bank-of-bhagyalakshmi-2025:20
1126,movie,South Indian,Brat,PASS,1.812,,readyState=4; video=1920x800; currentTime=0.29s; playing=True; progressed=True,1,2026-08-29T16:21:42+00:00,movie:remote-manual-brat-2025:21
1127,movie,South Indian,Kantara: Chapter 1,PASS,36.016,,readyState=4; video=1920x800; currentTime=0.45s; playing=True; progressed=True,2,2026-08-29T16:55:19+00:00,movie:remote-manual-kantara-chapter-1-2025:22
1128,movie,South Indian,Gamblers,PASS,1.219,,readyState=4; video=1920x804; currentTime=0.21s; playing=True; progressed=True,1,2026-08-29T16:21:43+00:00,movie:remote-manual-gamblers-2025:23
1129,movie,South Indian,Vaazha,PASS,25.219,,readyState=3; video=3840x2160; currentTime=0.39s; playing=True; progressed=True,1,2026-08-29T16:22:48+00:00,movie:remote-manual-vaazha-2024:24
1130,movie,South Indian,Oru Nodi,PASS,4.562,,readyState=2; video=1920x800; currentTime=0.20s; playing=True; progressed=True,1,2026-08-29T16:21:48+00:00,movie:remote-manual-oru-nodi-2024:25
1131,movie,South Indian,Boat,PASS,3.204,,readyState=4; video=1920x804; currentTime=0.26s; playing=True; progressed=True,1,2026-08-29T16:22:51+00:00,movie:remote-manual-boat-2024:26
1132,movie,South Indian,Thurthu Nirgamana,PASS,3.562,,readyState=4; video=1920x800; currentTime=0.40s; playing=True; progressed=True,1,2026-08-29T16:21:51+00:00,movie:remote-manual-thurthu-nirgamana-2022:27
1133,movie,South Indian,Malikappuram,PASS,2.594,,readyState=4; video=1920x804; currentTime=0.40s; playing=True; progressed=True,1,2026-08-29T16:22:54+00:00,movie:remote-manual-malikappuram-2022:28
1134,movie,South Indian,Gaddalakonda Ganesh,PASS,1.516,,readyState=4; video=1920x808; currentTime=0.19s; playing=True; progressed=True,1,2026-08-29T16:21:53+00:00,movie:remote-manual-gaddalakonda-ganesh-2019:29
1135,movie,South Indian,Chal Mohan Ranga,PASS,1.813,,readyState=4; video=1920x818; currentTime=0.38s; playing=True; progressed=True,1,2026-08-29T16:22:56+00:00,movie:remote-manual-chal-mohan-ranga-2018:30
1136,movie,South Indian,Pudhupettai,PASS,6.219,,readyState=4; video=1920x800; currentTime=0.35s; playing=True; progressed=True,1,2026-08-29T16:21:59+00:00,movie:remote-manual-pudhupettai-2006:31
1137,movie,South Indian,Sathi Leelavathi,PASS,1.234,,readyState=4; video=1920x1080; currentTime=0.26s; playing=True; progressed=True,1,2026-08-29T16:22:57+00:00,movie:remote-manual-sathi-leelavathi-2026:32
1138,movie,South Indian,Gaayapadda Simham,PASS,2.141,,readyState=4; video=1920x800; currentTime=0.40s; playing=True; progressed=True,1,2026-08-29T16:22:02+00:00,movie:remote-manual-gaayapadda-simham-2026:33
1139,movie,South Indian,Lechindi Mahila Lokam,PASS,3.437,,readyState=4; video=1920x1080; currentTime=0.40s; playing=True; progressed=True,1,2026-08-29T16:23:01+00:00,movie:remote-manual-lechindi-mahila-lokam-2026:34
1140,movie,South Indian,Raakaasa,PASS,3.125,,readyState=4; video=1920x804; currentTime=0.34s; playing=True; progressed=True,1,2026-08-29T16:22:05+00:00,movie:remote-manual-raakaasa-2026:35
1141,movie,South Indian,Biker,PASS,3.766,,readyState=4; video=1920x1016; currentTime=0.28s; playing=True; progressed=True,1,2026-08-29T16:23:05+00:00,movie:remote-manual-biker-2026:36
1142,movie,South Indian,Choo Mantar,PASS,2.64,,readyState=4; video=1920x800; currentTime=0.37s; playing=True; progressed=True,1,2026-08-29T16:22:08+00:00,movie:remote-manual-choo-mantar-2025:37
1143,movie,South Indian,Gatha Vaibhava,PASS,3.719,,readyState=4; video=1920x800; currentTime=0.19s; playing=True; progressed=True,1,2026-08-29T16:23:09+00:00,movie:remote-manual-gatha-vaibhava-2025:38
1144,movie,South Indian,Anaganaga,PASS,2.078,,readyState=4; video=1920x960; currentTime=0.32s; playing=True; progressed=True,1,2026-08-29T16:22:10+00:00,movie:remote-manual-anaganaga-2025:39
